Entity,Year,Agriculture,Real Estate,Accomodation,Transportation,Scientific Activities,Manufacturing and construction,Other
Papua New Guinea,2009,2480000,24940000,129999.99,1080000,4170000,1510000,3790000
Papua New Guinea,2010,2490000,24930000,129999.99,1130000,4020000,1540000,3880000
Papua New Guinea,2011,2430000,31990000,129999.99,1170000,4920000,1560000,3970000
Papua New Guinea,2012,2490000,31980000,129999.99,1360000,5450000,1320000,4060000
Papua New Guinea,2013,2480000,31940000,150000,1440000,6430000,1400000,4159999.8
Papua New Guinea,2014,2610000,31860000,150000,1580000,7720000,1470000,4250000
Papua New Guinea,2015,2760000,32980000,150000,1700000,8910000,1560000,4340000
Papua New Guinea,2016,2470000,32640000,150000,1720000,8990000,1650000,4440000
Papua New Guinea,2017,2540000,32619998,150000,1750000,8790000,1710000,4530000
Papua New Guinea,2018,2770000,32840000,170000,1650000,9150000,2000000,4630000
Papua New Guinea,2019,2590000,32930000,180000,1670000,8990000,2120000,4730000
Papua New Guinea,2020,2560000,33259998,190000,1570000,9570000,2100000,4820000
Papua New Guinea,2021,2570000,33270000,190000,1680000,8740000,2130000,4920000
Paraguay,2008,23330000,56760000,519999.97,3880000,70000,970000,6770000
Paraguay,2009,24980000,56710000,540000,4050000.2,60000,1120000,6860000
Paraguay,2010,26710000,56760000,530000,4560000,80000,1180000,6950000
Paraguay,2011,27510000,68710000,540000,4790000,70000,1230000,7040000
Paraguay,2012,28690000,68620000,530000,4530000,80000,1550000,7140000
Paraguay,2013,29810000,68730000,500000,4870000,100000,1460000,7240000
Paraguay,2014,31360000,68360000,510000,5110000,110000,1670000,7330000
Paraguay,2015,30830000,68260000,510000,5620000,100000,2030000,7430000
Paraguay,2016,30590000,46140000,640000,6570000,129999.99,2080000,7530000
Paraguay,2017,31850000,46680000,650000,7450000,170000,2060000,7630000
Paraguay,2018,29940000,46180000,650000,7820000,210000,2240000,7720000
Paraguay,2019,30970000,47500000,640000,7580000,210000,2330000,7820000
Paraguay,2020,32750000,46520000,610000,7090000,70000,2400000,7920000
Paraguay,2021,31660000,46810000,590000,8069999.5,100000,2550000,8010000
Peru,2008,24780000,64960000,2960000,14100000,14730000,12240000,9890000
Peru,2009,25600000,64910004,3130000,15430000,16100000,12540000,9950000
Peru,2010,25510000,65160004,3230000,17290000,19240000,11600000,10010000
Peru,2011,25640000,88890000,3580000,18130000,21839999.97,12190000.7,10180000
Peru,2012,25360000,89010000,3570000,18490000,21180000,12240000,10360000
Peru,2013,25430000,88960000,4030000.2,20090000,19110000,13850000,10530000
Peru,2014,25480000,88930000,4170000,19870000,23140000,14180000,10700000
Peru,2015,25710000,88950000,4080000,21720000,22150000,14430000,10880000
Peru,2016,25640000,89880000,4120000,23780000,23870000,13250000,11050000
Peru,2017,25940000,89800000,4170000,24130000,21770000,13260000,11220000
Peru,2018,25650000,89880000,4830000,24840000,20339999.98,13759999.5,11390000
Peru,2019,26180000,89910000,4740000,26270000,20900000,14199999.5,11560000
Peru,2020,26150000,89910000,4820000,20460000,16220000,11930000,11730000
Peru,2021,26720000,89890000,5290000,22140000,18300000,13950000,11910000
Philippines,2008,57800000,2410000,5820000,23250000,35110000,19250000,11490000
Philippines,2009,58750000,2400000,6930000,24150000,35730000,18240000,11720000
Philippines,2010,58040000,2600000,7290000,24320000,39030000,20530000,11960000
Philippines,2011,58400000,2450000,7420000,24100000,40410000,20830000,12180000
Philippines,2012,59100000,2440000,7370000,25090000,42720000,21590000,12400000
Philippines,2013,59840000,2470000,7840000,26200000,48350000,24330000,12630000
Philippines,2014,60180000,2490000,8760000,27300000,51220000,25830000,12850000
Philippines,2015,59110000,2510000,8580000,31580000,55370000,27750000,13080000
Philippines,2016,59030000,2560000,9980000,34160000,59820000.2,30740000,13310000
Philippines,2017,62150000,2490000,11370000,35320000,68530000,34500000,13540000
Philippines,2018,61410000,2490000,12110000,36540000,74210000,33970000,13770000
Philippines,2019,60560000,2530000,12690000,37850000,80110000,34180000,14000000
Philippines,2020,61430000,2540000,12830000,29210000,77250000,31100000,14230000
Philippines,2021,61430000,2490000,13540000,32630002,79670000,35220000,14470000
Poland,2008,34500000,0,48400000,45420000,185900000,48760000,13070000
Poland,2009,33580000,0,49660000,45880000,177960000,40830000,13120000
Poland,2010,34250000,0,55870000,48400000,184360000,43570000,13000000
Poland,2011,33700000,0,49530000,49020000,184340000,46190000,12550000
Poland,2012,33860000,0,51130000,47100000,179719999.9,44520000,12090000
Poland,2013,33270000,0,49260000,44330000,179850000,43930000,11920000
Poland,2014,33009998,0,45020000,44940000,169930000,45190000,11480000
Poland,2015,33210000,0,44690000,47840000,172590000,43730000,11000000
Poland,2016,33680000,0,47730000,54530000,173040000,44750000,10240000
Poland,2017,34570000,0,46850000,63010000,176360000,47190000,10130000
Poland,2018,33400002,0,45700000,64910004,174980000,47790000,10030000
Poland,2019,33890000,0,40090000,65930000,162610000.2,47030000,9930000
Poland,2020,33480000,0,40880000,62950000,150580000,44060000,9820000
Poland,2021,33080002,0,42900000,68130000,169580000,44440000,9790000
Portugal,2008,6870000,550000,3990000,19680000,27500000,13570000,7020000
Portugal,2009,6780000,550000,4240000,19410000,28050000,12140000,6880000
Portugal,2010,6630000,600000,4010000.2,18990000,23009999.8,12630000,6940000
Portugal,2011,6710000,0,3530000,17630000,25050000,11740000,7120000
Portugal,2012,6760000,0,3280000,16230000,26220000,10850000,6910000
Portugal,2013,6720000,0,3150000,15990000,25010000,11090000,6760000
Portugal,2014,6960000,0,3110000,16080000,23840000,11680000,6620000
Portugal,2015,7090000,0,3100000,16170000,28270000,11610000,6490000
Portugal,2016,7080000,390000,3040000,16740000,28120000,10940000,6410000
Portugal,2017,7310000,810000,3040000,17100000,32250000,11280000,6380000
Portugal,2018,7040000,280000,3140000,17220000,28970000,10620000,6350000
Portugal,2019,7170000,259999.98,3110000,17610000,24570000,10300000,6320000
Portugal,2020,7180000,360000,3010000,14680000,18140000,10040000,6290000
Portugal,2021,6990000,250000,2900000,15840000,15800000,9780000,6260000
Qatar,2008,160000,0,240000,8610000,54640000,12260000,560000
Qatar,2009,210000,0,250000,8670000,57960000,11330000,610000
Qatar,2010,220000,0,300000,9080000,67220000,12290000,660000
Qatar,2011,250000,0,330000,10080000,79220000,10990000,720000
Qatar,2012,270000,0,340000,9530000,85330000,16020000,780000
Qatar,2013,320000,0,360000,10430000,86930000,15720000,840000
Qatar,2014,280000,0,380000,12570000,84690000.2,18300000,910000
Qatar,2015,400000,0,400000,13090000,85630000,19450000,970000
Qatar,2016,480000,0,410000,13500000,88230000,20270000,1030000
Qatar,2017,510000,0,400000,13780000,88540000,20640000,1080000
Qatar,2018,570000,0,410000,12050000,90600000,20240000,1140000
Qatar,2019,590000,0,410000,12640000,93280000,21280000,1200000
Qatar,2020,600000,0,400000,11740000,89970000,19400000,1260000
Qatar,2021,560000,0,400000,12490000,91680000,19560000,1310000
Romania,2008,17010000,0,9590000,15260000,58130000,24850000,5380000
Romania,2009,16629999,0,9580000,15300000,49700000,17400000,5380000
Romania,2010,16270000,0,9570000,14200000,47640000,17900000,5460000
Romania,2011,14880000,0,9450000,14450000,53010000,18860000,4950000
Romania,2012,14290000,0,9870000,15750000,49110000,18680000,5510000
Romania,2013,15080000,0,9630000,15340000,41200000,17010000,5800000
Romania,2014,15000000,0,9250000,15680000,40560000,17360000,5790000
Romania,2015,15380000,0,9450000,15800000,41460000,17910000,5790000
Romania,2016,15520000,0,9480000,16900000,39190000,17280000,5780000
Romania,2017,15880000,0,9920000,18060000,40380000,17450000,5730000
Romania,2018,16280001,0,10240000,18550000,38980000,18220000,5690000
Romania,2019,16100000,0,10340000,19070000,36429999.9,18730000,5640000
Romania,2020,15360000,0,10580000,18520000,30320000,19180000,5590000
Romania,2021,15950000,0,11760000,19730000,32330000,20090000,5570000
Russia,2008,105460000,0,157940000,250290000,1493510000,223930000,94350000
Russia,2009,100880000,0,141560000,233260000,1418200050,207850000,96080000
Russia,2010,98870000,0,138630000,249180000,1480780020,224370000,98160000
Russia,2011,99590000,0,140880000,255000000,1559279980,230270000,100950000
Russia,2012,98870000,0,124150000,242560000,1508860030,280770000,103620000
Russia,2013,98020000,0,123830000,244030000,1476119980,283660000,106440000
Russia,2014,101950000,0,140460000,246780000,1441369996,308800000,110490000
Russia,2015,98630000,0,150630000,245940000,1411950000,307080000,113190000
Russia,2016,100210000,0,158200000,245400000,1382489970,315939980,115750000
Russia,2017,99470000,0,180190000,251390000,1393280000,317890020,116480000
Russia,2018,99900000,0,219960000,264769980,1443150000,305560000,117210000
Russia,2019,101830000,0,222460000,262390020,1460750030,335459980,117950000
Russia,2020,104350000,0,212210000,239970000,1402320000,327140000,118680000
Russia,2021,103110000,0,222640000,259989980,1494090050,344610000,119250000
Rwanda,2008,2830000,2270000,770000,300000,260000,160000,230000
Rwanda,2009,2900000,2270000,800000,310000,280000,170000,240000
Rwanda,2010,3100000,2270000,820000,310000,280000,210000,250000
Rwanda,2011,2920000,1370000,830000,390000,249999.99,219999.99,259999.98
Rwanda,2012,2960000,1370000,860000,420000,290000,260000,270000
Rwanda,2013,3010000,1370000,880000,500000,300000,270000,270000
Rwanda,2014,2960000,1370000,870000,540000,280000,300000,280000
Rwanda,2015,3460000,1370000,880000,640000,320000,370000,290000
Rwanda,2016,3260000,1290000,890000,580000,370000,460000,290000
Rwanda,2017,3310000,1270000,900000,580000,450000,530000,300000
Rwanda,2018,3310000,1270000,940000,540000,500000,680000,310000
Rwanda,2019,3510000,1260000,960000,630000,470000,690000,320000
Rwanda,2020,3490000,1260000,1020000,600000,320000,710000,320000
Rwanda,2021,3620000,1260000,1060000,660000,440000,790000,330000
Saudi Arabia,2008,5410000,0,4360000,101060000,258700000,127980000,22320000
Saudi Arabia,2009,4880000,0,4400000,104190000,261470004,134440000,22300000
Saudi Arabia,2010,5330000,0,4430000,108140000,279050004,157540000,22280000
Saudi Arabia,2011,5990000,0,5150000,119540000,292920000,163480000,23070000
Saudi Arabia,2012,6210000,0,4640000,130070010,320990000,161400000,23870000
Saudi Arabia,2013,6310000,0,4300000,132250000,325300000,170050000,24570000
Saudi Arabia,2014,6040000,0,4170000,140240000,338520000,192790000,25270000
Saudi Arabia,2015,6290000,0,4640000,150720000,353040000,200760000,25970000
Saudi Arabia,2016,6380000,0,4880000,150210000,368780000,193600000,26670000
Saudi Arabia,2017,6290000,0,4930000,146640000,371790000,188190000,27360000
Saudi Arabia,2018,6440000,0,5100000,139640000,360970020,194210000,28060000
Saudi Arabia,2019,6600000,0,4880000,139970000,358279980,200230000,28760000
Saudi Arabia,2020,7340000,0,4780000,125420000,353859980,201130000,29450000
Saudi Arabia,2021,7320000,0,5090000,131500000,361599980,207750000,30130000
Senegal,2008,10220000,6530000,630000,2230000,3090000,2550000,3030000
Senegal,2009,10230000,6470000,790000,1990000,2970000,2760000,3120000
Senegal,2010,10790000,6460000,730000,2100000,3080000,3080000,3210000
Senegal,2011,11030000,4530000,720000,2240000,2970000,3740000,3310000
Senegal,2012,10420000,4610000,710000,2140000,3040000,3720000,3410000
Senegal,2013,10970000,4650000,640000,2380000,3280000,4060000,3510000
Senegal,2014,10820000,4580000,710000,2500000,3390000,4390000,3610000
Senegal,2015,10640000,4520000,720000,2770000,4080000,4600000,3710000
Senegal,2016,11910000,4390000,760000,3020000,4200000,5040000,3830000
Senegal,2017,12210000,4350000,640000,2680000,4700000.2,4420000,3950000
Senegal,2018,11890000,4360000,830000,2950000,5260000,4810000,4070000.2
Senegal,2019,12350000,4370000,820000,3160000,5020000,5280000,4190000
Senegal,2020,13210000,4440000,880000,2920000,4319999.94,5870000,4310000
Senegal,2021,12860000,4410000,930000,3350000,4980000,6350000,4440000
Serbia,2008,7220000,0,3590000,7080000,33170000,10180000,4820000
Serbia,2009,7670000,0,2970000,6670000,34979999.99,6430000,4870000
Serbia,2010,6780000,0,3320000,6720000,34079999.89,7300000,4920000
Serbia,2011,6820000,0,4170000,6070000,37350000,8000000,5040000
Serbia,2012,7310000,0,3220000,5350000,34459999.99,7120000,5160000
Serbia,2013,7250000,0,2620000,5890000,36120002,6190000,5280000
Serbia,2014,6630000,0,2230000,6150000,29529999.98,5530000,5400000
Serbia,2015,6360000,0,2370000,6000000,36260002,5290000,5520000
Serbia,2016,6560000,0,2750000,6140000,36660002,5690000,5590000
Serbia,2017,6250000,0,2750000,6410000,37230000,5500000,5660000
Serbia,2018,5710000,0,2600000,6510000,35630000,5950000,5730000
Serbia,2019,5850000,0,2640000,7030000,35580002,5340000,5800000
Serbia,2020,6610000,0,3110000,6700000,36229998,4680000,5870000
Serbia,2021,5570000,0,2880000,7660000,34450000,4770000,5930000
Seychelles,2008,10000,0,20000,129999.99,890000,20000,80000
Seychelles,2009,10000,0,20000,110000,910000,30000,80000
Seychelles,2010,0,0,20000,100000,900000,30000,80000
Seychelles,2011,10000,0,20000,90000,850000,40000,80000
Seychelles,2012,0,0,20000,90000,899999.98,40000,90000
Seychelles,2013,0,0,20000,90000,859999.98,50000,90000
Seychelles,2014,0,0,10000,110000,900000,50000,90000
Seychelles,2015,0,0,20000,110000,970000,50000,90000
Seychelles,2016,0,0,20000,129999.99,1030000,50000,90000
Seychelles,2017,0,0,20000,160000,1070000,60000,90000
Seychelles,2018,0,0,20000,190000,920000,60000,90000
Seychelles,2019,0,0,20000,170000,890000,70000,90000
Seychelles,2020,0,0,20000,180000,890000,70000,90000
Seychelles,2021,0,0,20000,180000,940000,80000,100000
Sierra Leone,2008,2580000,3360000,40000,259999.98,240000,60000,1110000
Sierra Leone,2009,2810000,3380000,20000,290000,209999.99,90000,1140000
Sierra Leone,2010,2800000,3360000,10000,350000,180000,130000,1170000
Sierra Leone,2011,3050000,3360000,10000,410000,310000,120000,1200000
Sierra Leone,2012,3720000,3380000,10000,410000,410000,140000,1230000
Sierra Leone,2013,3620000,3380000,10000,550000,480000,180000,1260000
Sierra Leone,2014,3840000,3410000,20000,610000,470000,230000,1300000
Sierra Leone,2015,3720000,3630000,10000,680000,330000,240000,1330000
Sierra Leone,2016,3800000,3370000,0,710000,360000,229999.99,1360000
Sierra Leone,2017,3730000,3390000,0,680000,350000,240000,1390000
Sierra Leone,2018,4280000,3360000,0,640000,340000,260000,1420000
Sierra Leone,2019,3300000,3370000,0,670000,320000,230000,1450000
Sierra Leone,2020,3380000,3360000,0,690000,350000,210000,1480000
Sierra Leone,2021,4070000.2,3360000,0,710000,380000,220000,1520000
Singapore,2008,20000,0,590000,6270000,152120000,16040000,2240000
Singapore,2009,20000,0,620000,6860000,153500010,18650000,2390000
Singapore,2010,20000,0,640000,6940000,171830000,19830000,2540000
Singapore,2011,20000,0,620000,7410000,181830000,20900000,2630000
Singapore,2012,20000,0,620000,7170000,181700000,21340000,2720000
Singapore,2013,20000,0,640000,6660000,181860000,23390000,2810000
Singapore,2014,20000,0,600000,6890000,180640000,24820000,2900000
Singapore,2015,20000,0,610000,7380000,190160000,25550000,2990000
Singapore,2016,20000,30000,610000,7570000,202940000,25020000,3060000
Singapore,2017,20000,30000,590000,6790000,211500000,28060000,3140000
Singapore,2018,20000,30000,590000,6530000,209930000,26940000,3220000
Singapore,2019,20000,30000,580000,6450000,203600000,27630000,3300000
Singapore,2020,20000,30000,580000,6320000,189140000,28130000,3370000
Singapore,2021,20000,30000,650000,6290000,190840000,29980000,3440000
Slovakia,2008,2480000,0,6230000,7490000,16260000,11500000.5,1410000
Slovakia,2009,2420000,0,6570000,6470000,15420000,9350000,1440000
Slovakia,2010,2370000,0,6620000,7320000,16150000,9270000,1470000
Slovakia,2011,2470000,0,5190000,7280000,16019999.99,9150000,1580000
Slovakia,2012,2470000,0,4750000,6620000,14870000,9060000,1540000
Slovakia,2013,2520000,0,5390000,6630000,14780000,9129999.9,1530000
Slovakia,2014,2610000,0,4290000,6220000,13270000,9450000,1490000
Slovakia,2015,2530000,0,4360000,6130000,13839999.99,9440000,1480000
Slovakia,2016,2640000,0,4210000,6910000,13840000,9580000,1480000
Slovakia,2017,2490000,0,4600000,7990000,13980000,10010000,1490000
Slovakia,2018,2540000,0,4320000,7920000,13170000,10580000,1490000
Slovakia,2019,2510000,0,4510000,8020000.5,11980000,9670000,1500000
Slovakia,2020,2490000,0,4280000,7170000,11230000,9400000,1500000
Slovakia,2021,2430000,0,5080000,7440000,12460000,10160000,1510000
Slovenia,2008,1710000,0,2050000,6200000,7060000,3100000,680000
Slovenia,2009,1660000,0,1980000,5210000,6630000,2620000,620000
Slovenia,2010,1670000,0,2069999.9,5350000,6730000,2540000,610000
Slovenia,2011,1650000,0,1810000,5700000,6790000,2370000,610000
Slovenia,2012,1610000,0,1520000,5720000,6590000,2340000,590000
Slovenia,2013,1590000,0,1400000,5420000,6399999.98,2410000,560000
Slovenia,2014,1600000,0,1130000,5430000,5119999.98,2460000,530000
Slovenia,2015,1610000,0,1240000,5400000,5200000,2400000,530000
Slovenia,2016,1650000,350000,1320000,5770000,5689999.98,2420000,530000
Slovenia,2017,1640000,350000,1180000,5900000,5850000,2580000,519999.97
Slovenia,2018,1610000,350000,1080000,5880000,6000000,2700000,510000
Slovenia,2019,1620000,360000,1030000,5670000,5660000,2720000,500000
Slovenia,2020,1630000,360000,1060000,4620000,5270000,2610000,500000
Slovenia,2021,1630000,360000,980000,5250000,4889999.98,2630000,490000
Somalia,2008,22100000,17350000,129999.99,160000,459999.98,230000,1880000
Somalia,2009,22070000,17350000,110000,160000,469999.98,260000,1930000
Somalia,2010,22180000,17350000,140000,140000,469999.98,280000,1980000
Somalia,2011,22280000,17350000,140000,140000,480000,290000,2030000
Somalia,2012,22520000,17350000,140000,129999.99,480000,290000,2089999.9
Somalia,2013,22550000,17350000,129999.99,129999.99,530000,300000,2140000
Somalia,2014,22640000,17350000,129999.99,129999.99,530000,300000,2190000
Somalia,2015,22640000,17350000,129999.99,129999.99,530000,310000,2250000
Somalia,2016,22580000,17350000,120000,140000,530000,330000,2310000
Somalia,2017,22430000,17350000,120000,140000,530000,339999.98,2380000
Somalia,2018,22360000,17350000,120000,140000,530000,360000,2440000
Somalia,2019,22540000,17350000,120000,140000,530000,370000,2510000
Somalia,2020,22670000,17350000,110000,120000,480000,390000,2570000
Somalia,2021,22190000,17350000,110000,120000,500000,420000,2650000
South Africa,2008,32369998,6780000,35690000,48280000,344650020,60430001,19700000
South Africa,2009,32390000,6660000,34450000,46270000,305769980,78990000,20590000
South Africa,2010,32470002,6730000,15970000,47720000,356970000,69700000,21480000
South Africa,2011,32250000,6580000,18430000,50050000,343709982,62640000,21910000
South Africa,2012,32820000,6590000,27570000,50120000,352260000,64040000,22340000
South Africa,2013,31770000,6590000,28710000,55040000,350300002.5,70710000,22770000
South Africa,2014,31720000,6660000,29000000,52510000,362240000.5,72810000,23200000
South Africa,2015,30540000,6530000,25810000,54940000,342889999.5,69520000,23630000
South Africa,2016,29170000,6820000,23310000,52260000,346769998,70500000,24030000
South Africa,2017,30750000,6890000,36930000,56840000,342700000,68270000,24430000
South Africa,2018,30490000,7190000,27600000,55660000,348019998,77380000,24840000
South Africa,2019,29690000,6900000,19160000,52980000,368259980,75940000,25240000
South Africa,2020,29880000,6870000,18840000,45430000,320630000,72810000,25640000
South Africa,2021,32220002,6800000,19000000,49430000,318250000,75610000,26020000
South America,2008,828280000,1554199900,74970000,335530000,659920020,249320000,135420000
South America,2009,819670000,1545460100,74190000,330960000,634030000,238230000,138490000
South America,2010,844110000,1590690000,78670000,358070000,654459996,277650000,143240000
South America,2011,836850000,676789950,80290000,387380000,659709984,294910000,145630000
South America,2012,841920000,681580000,81600000,411149980,713300020,290700000,148050000
South America,2013,840469950,671460030,83640000,425370000,744450000,299810000,150450000
South America,2014,850820030,673550000,82210000,428589980,767550000,297390000,152840000
South America,2015,847490000,682960000,81000000,417210000,764070000,282070000,155250000
South America,2016,855490000,749940030,82530000,415180000,721010004,265610000,157280000
South America,2017,869360000,755200000,80900000,418300000,676159996,272870000,159300000
South America,2018,858459970,743050000,81220000,410340000,622500000,274840000,161320000
South America,2019,878589950,764410000,77560000,413230000,581949976,265810000,163330000
South America,2020,901090000,767770050,76770010,352160000,487649980,257710000,165360000
South America,2021,913410050,756950000,79850000,398880000,530299996,278660000,167420000
South Korea,2008,14080000,0,51250000,86250000,323010000,136900000,11220000
South Korea,2009,14150000,0,50660000,87220000,341420000,128870000,11360000
South Korea,2010,14420000,0,53830000,88840000,379400000,140750000,11050000
South Korea,2011,14020000,0,53100000,87330000,402329999.8,143970000,10870000
South Korea,2012,14470000,0,52010000,89830000,405910000,141620000,10400000
South Korea,2013,14120000,0,51910000,93210000,401080000,143860004,10320000
South Korea,2014,13770000,0,46970000,94800000,397590000,140860000,10460000
South Korea,2015,13950000,0,48860000,100860000,408499979.5,146470000,10210000
South Korea,2016,13970000,0,52010000,103850000,417580000,147020000,10010000
South Korea,2017,13980000,0,52560000,106040000,426090000,148720000,9820000
South Korea,2018,14120000,0,51740000,104230000,432900000,150040000,9620000
South Korea,2019,14250000,0,48150000,108890000,417020000,146509996,9430000
South Korea,2020,14590000,0,48140000,101460000,382600020,145900000,9230000
South Korea,2021,14860000,0,47000000,105820000,390980000,152730000,9090000
South Sudan,2008,44160000,11380000,0,0,19840000,50000,1770000
South Sudan,2009,44970000,11120000,0,0,21090000,60000,1830000
South Sudan,2010,42960000,11140000,0,0,22350000,70000,1900000
South Sudan,2011,42820000,11110000,0,0,18870000,70000,1980000
South Sudan,2012,46430000,10480000,70000,970000,960000,90000,2060000
South Sudan,2013,45220000,10790000,70000,950000,1920000,80000,2140000
South Sudan,2014,45750000,11160000,70000,970000,2700000,90000,2220000
South Sudan,2015,46330000,10000000,80000,1039999.94,3090000,110000,2300000
South Sudan,2016,47430000,12810000,70000,960000,2800000,110000,2380000
South Sudan,2017,45190000,12700000,80000,750000,2870000,140000,2460000
South Sudan,2018,51320000,12880000,90000,980000,2870000,120000,2540000
South Sudan,2019,42470000,12360000,90000,980000,3260000,130000,2620000
South Sudan,2020,49470000,14900000,90000,940000,3110000,130000,2700000
South Sudan,2021,46760000,13650000,90000,970000,3050000,140000,2780000
Spain,2008,38510000,0,26920000,112410000,170040000,78970000,12910000
Spain,2009,38790000,0,26650000,103730000,152150000,67250000,14180000
Spain,2010,39210000,0,28300000,100870000,136110000,68820000,13150000
Spain,2011,37800000,0,26120000,94330000,151100000,65460000,13720000
Spain,2012,36930000,0,25800000,84930000,158520000,61600000,13550000
Spain,2013,37870000,0,24970000,83470000,131729999.5,59890000,13170000
Spain,2014,39350000,0,23490000,83930000,134150000,58680000,12300000
Spain,2015,40350000,0,25290000,87030000,146840000,49360000,13070000
Spain,2016,40260000,0,25020000,90320000,133120000,51490000,13020000
Spain,2017,40850000,0,24850000,93270000,143950000,52280000,13060000
Spain,2018,41300000,0,26280000,94460000,135810000,52460000,13100000
Spain,2019,41050000,0,24530000,95800000,121010000,51270000,13140000
Spain,2020,41970000,0,24100000,75590000,93310000,46790000,13180000
Spain,2021,41930000,0,25170000,88590000,99060000,47730000,13230000
Sri Lanka,2008,6550000,2340000,1600000,6150000,5560000,2170000,3070000
Sri Lanka,2009,6100000,2340000,1600000,5630000,5559999.8,2170000,3110000
Sri Lanka,2010,6470000,2340000,1700000,7080000,5050000,2160000,3150000
Sri Lanka,2011,6810000,530000,1500000,7550000,7710000,2310000,3190000
Sri Lanka,2012,6560000,519999.97,1500000,8180000.5,9239999.97,2550000,3220000
Sri Lanka,2013,6600000,510000,1480000,7910000,6570000.2,2470000,3260000
Sri Lanka,2014,6130000,500000,1460000,8220000.5,10030000,2530000,3290000
Sri Lanka,2015,6720000,500000,1500000,9450000,9690000,3090000,3330000
Sri Lanka,2016,6000000,1810000,1590000,11570000,12840000,2980000,3360000
Sri Lanka,2017,4960000,1800000,1690000,10720000,13570000,3080000,3390000
Sri Lanka,2018,5650000,1800000,1740000,10200000,12400000.5,3430000,3420000
Sri Lanka,2019,5860000,1780000,1780000,10460000,13690000,3900000,3450000
Sri Lanka,2020,6880000,1780000,1880000,9120000,11820000,3680000,3490000
Sri Lanka,2021,6380000,1780000,1830000,10450000,10930000.5,4720000,3510000
Sudan,2008,70240000,22060000,2450000,7770000,8230000,2080000,2840000
Sudan,2009,71540000,21560000,2600000,7690000,7620000,3330000,2930000
Sudan,2010,68330000,21590000,2700000,8630000,6270000,4770000,3010000
Sudan,2011,68120000,21550000,3030000,8860000,9410000,3720000,3100000
Sudan,2012,72650000,21520000,3040000,8600000,6829999.9,3840000,3180000
Sudan,2013,73170000,21520000,3140000,8990000,6640000,3480000,3270000
Sudan,2014,72970000,21520000,3110000,9380000,7140000.2,3570000,3360000
Sudan,2015,73690000,21520000,3120000,9900000,9170000,3770000,3440000
Sudan,2016,75230000,21010000,3110000,11280000,9080000,4190000,3540000
Sudan,2017,75030000,21010000,3140000,11330000,8980000,4170000,3630000
Sudan,2018,75410000,21010000,3100000,11480000,8850000,4380000,3720000
Sudan,2019,75290000,21010000,3510000,11730000,7900000,4580000,3820000
Sudan,2020,76630000,21020000,3180000,10660000,7300000,4530000,3910000
Sudan,2021,76820000,21010000,3090000,12260000,7809999.9,4400000,4010000.2
Sweden,2008,7960000,0,2900000,21420000,21200000,12940000,1960000
Sweden,2009,7650000,0,2610000,20890000,21440000,10050000,1860000
Sweden,2010,7790000,0,2740000,21260000,23550000,12330000,1750000
Sweden,2011,7850000,0,2660000,20970000,20150000,11730000,1630000
Sweden,2012,7680000,0,2510000,19930000,19340000,10980000,1510000
Sweden,2013,7740000,0,2240000,19430000,18940000,10360000,1430000
Sweden,2014,7930000,0,2110000,18980000,18730000,9930000,1320000
Sweden,2015,7890000,0,2069999.9,19050000,18850000,10220000,1230000
Sweden,2016,7850000,0,1980000,18260000,20530000,9900000,1140000
Sweden,2017,7990000,0,1920000,18050000,21660000,9810000,1090000
Sweden,2018,7790000,0,1830000,17160000,18550000,9870000,1039999.94
Sweden,2019,7880000,0,1820000,17060000,18480000.44,9660000,990000
Sweden,2020,8029999.5,0,1870000,15780000,18810000,9060000,940000
Sweden,2021,7950000,0,1820000,16030001,20650000,9190000,900000
Switzerland,2008,6000000,0,15470000,17930000,9109999.98,9460000,920000
Switzerland,2009,5910000,0,15240000,17710000,8649999.98,8860000,900000
Switzerland,2010,5890000,0,16400000,17640000,8990000,9220000,890000
Switzerland,2011,5830000,0,13110000,17430000,9099999.98,8880000,880000
Switzerland,2012,5750000,0,14440000,17580000,9090000,8880000,870000
Switzerland,2013,5760000,0,15300000,17530000,9220000,8990000,860000
Switzerland,2014,5770000,0,11990000,17360000,9070000,8890000,840000
Switzerland,2015,5710000,0,12860000,16620001,8780000,8510000,830000
Switzerland,2016,5690000,0,13320000,16469999,9140000,8600000,820000
Switzerland,2017,5650000,0,12710000,16170000,9350000,8540000,810000
Switzerland,2018,5610000,0,11660000,16250000,9560000,8380000,790000
Switzerland,2019,5480000,0,11700000,16200001,9660000,8310000,780000
Switzerland,2020,5480000,0,10870000,14850000,5989999.9,8140000,760000
Switzerland,2021,5470000,0,12110000,15020000,6310000,8410000,750000
Syria,2008,8450000,0,7620000,16030001,66560000,10850000,5750000
Syria,2009,7970000,0,6040000,13440000,68040000,9410000,5900000
Syria,2010,6790000,0,5530000,13270000,67490000,11220000,6060000
Syria,2011,7720000,0,5720000,13240000,61720000,10120000,6100000
Syria,2012,7560000,0,4700000,10830000,39070000,8970000,6140000
Syria,2013,6940000,0,2890000,6670000,24430000,6560000,6180000
Syria,2014,6780000,0,2690000,6190000,19860000,5660000,6220000
Syria,2015,6430000,0,2550000,5860000,18890000,5400000,6270000
Syria,2016,6150000,0,2250000,5280000,18750000,5470000,6380000
Syria,2017,5250000,0,2190000,5160000,21530000,5590000,6500000
Syria,2018,5180000,0,2850000,6710000,19830000,6320000,6610000
